index stat_dist_diff conf_int99
5 -0.1374195625211372 0.004093229771215811
10 -0.09558279392379838 0.0066357487123303175
11 -0.08756549184771147 0.02038359922902947
15 -0.09418269927204698 0.0195760080596147
