index stat_dist conf_int99
1 0.21845838758680555 0.021542275237793253
2 0.10663396661931818 0.12989458263035175
3 0.26316694779829547 0.01564432848122989
4 0.21642287234042554 0.020673746356515896
5 0.21938254616477273 0.020189546515459372
6 0.06620649857954546 0.012813151496670349
7 0.01923162286931818 0.012312564474177015
8 0.10646750710227272 0.1239613897094005
9 0.22142444957386365 0.017684032957357806
10 0.20663888113839285 0.01476852205022035
11 0.2566139914772727 0.07308005794064944
12 0.023026899857954544 0.0088596913122821
13 0.023026899857954544 0.0088596913122821
14 0.0655517578125 0.0037078775169933713
15 0.2629307338169643 0.05878401078064579
16 0.024647105823863636 0.012852507492753419
17 0.03130231584821429 0.011311370194515776
18 0.036909623579545456 0.006573624935010128
19 0.036909623579545456 0.006573624935010128
20 0.03330775669642857 0.009025368257118006
