index stat_dist conf_int99
1 0.1663021511501736 0.009844251218627488
2 0.16098854758522727 0.0315878108117634
3 0.20265625 0.01689883917157805
4 0.22286155007102273 0.013621120415902573
5 0.20309012276785715 0.01998677372676862
6 0.1576513671875 0.015311722226061536
7 0.044398716517857144 0.012395143756440881
8 0.21787331321022727 0.022462989977112068
9 0.26087535511363635 0.03540980697808861
10 0.2200927734375 0.02163536322783022
11 0.23169817243303573 0.029801832518961756
12 0.040458984375 0.008325340929478621
13 0.040458984375 0.008325340929478621
14 0.2138338955965909 0.022657752379092053
15 0.2626287286931818 0.15443016181505628
16 0.06718306107954546 0.08995722230541581
17 0.052900834517045456 0.010549200854583943
18 0.0599365234375 0.05717435785810687
19 0.0599365234375 0.05717435785810687
20 0.05152239118303571 0.010854940318502494
