index stat_dist conf_int99
1 0.04827880859375 0.002889490231110242
2 0.03783598400297619 0.0033403104546610835
3 0.08764067150297619 0.005319011541413794
4 0.12015787760416667 0.020969384963923258
5 0.10892740885416667 0.02213488099372972
6 0.04022216796875 0.004583942538990946
7 0.04271104600694445 0.013767558883381414
8 0.11053466796875 0.023315736024816156
9 0.17791748046875 0.02732398112937181
10 0.11168077256944445 0.02027364927973548
11 0.1119113498263889 0.017544742942282653
12 0.04057481553819445 0.007833055352388615
13 0.04057481553819445 0.007833055352388615
14 0.11436631944444445 0.037233790153726264
15 0.11678059895833333 0.01602206263949908
16 0.04249403211805555 0.012799094090489726
17 0.10536024305555555 0.009033375244829894
18 0.05765109592013889 0.00695628870589385
19 0.05765109592013889 0.00695628870589385
20 0.09004720052083333 0.00945163156123571
