index stat_dist_diff conf_int99
1 0.27582043706374393 0.015137831457633224
3 0.18883155613099484 0.005014090006808172
4 0.14021132742228545 0.004174127331338855
7 0.030287815743620224 0.0024903600181572314
9 0.18705263792985416 0.013325195001046104
12 0.03119316546387709 0.0023888693677648056
13 0.03182466301232482 0.002868551479782923
16 0.03144829160990705 0.0035802460037697103
17 0.014712946185949753 0.002490492072392926
18 0.04072746460817381 0.003134915597448939
19 0.039445823849743086 0.002525971801440024
20 0.022762966759635295 0.0033774622833100927
