index stat_dist_diff conf_int99
1 0.03763766340773154 0.02228633162611022
3 -0.03121719917125436 0.014491497912179753
4 0.014822946737903957 0.011302773687615066
7 0.018816367862777888 0.003755696655914468
9 -0.03819429976680157 0.022640614982541343
12 0.011975338433849944 0.0020519699129550027
13 0.012563595571854894 0.002528228355893442
16 0.018636832971552206 0.003333208925611886
17 -0.026717886513595135 0.0019239193157828992
18 0.0288928653141278 0.0025762867071035507
19 0.03043819019370109 0.004149199046133876
20 -0.004461837357223983 0.003368961017748643
