index stat_dist_diff conf_int99
2 -0.010648601058815883 0.01520830238786441
6 -0.0220080599614315 0.012355718181474672
8 -0.03833503817168721 0.0016552625140221849
14 -0.028854678121258276 0.017451970434068476
