index stat_dist_diff conf_int99
2 -0.005371290664290859 0.01520830238786441
6 -0.008393528518564279 0.012355718181474672
8 -0.06311653855466641 0.0016552625140221849
14 -0.0558331965876057 0.017451970434068476
