index stat_dist_diff conf_int99
1 0.2318083313738854 0.015137831457633224
3 0.19756563505743102 0.005014090006808172
4 0.12032477160571345 0.004174127331338855
7 0.046348618167685644 0.0024903600181572314
9 0.20963564574235416 0.013325195001046104
12 0.04681024884989689 0.0023888693677648056
13 0.047441746398344614 0.002868551479782923
16 0.04762836604976554 0.0035802460037697103
17 0.04493504570405723 0.002490492072392926
18 0.055988556884117205 0.003134915597448939
19 0.05470691612568648 0.002525971801440024
20 0.050296009949165776 0.0033774622833100927
