index stat_dist_diff conf_int99
1 0.03635746060211047 0.02228633162611022
3 -0.04939436511750181 0.014491497912179753
4 0.01330011234063555 0.011302773687615066
7 0.0037193959962010664 0.003755696655914468
9 -0.06586106708126482 0.022640614982541343
12 0.003243280466574003 0.0020519699129550027
13 0.0038315376045789523 0.002528228355893442
16 0.005409478166127676 0.003333208925611886
17 -0.006128600528704897 0.0019239193157828992
18 0.007607357727213562 0.0025762867071035507
19 0.009152682606786852 0.004149199046133876
20 0.007324222441257328 0.003368961017748643
