index stat_dist_diff conf_int99
1 0.0027590419112712428 0.01750254600959409
3 0.05780390538170781 0.01839330517308956
4 -0.013134206608227464 0.010277247800217012
7 0.043774922650172084 0.005086213901234543
9 -0.0676562791864423 0.002234836963027615
12 0.04415304366843677 0.004908200040080424
13 0.04360546585515537 0.004921656830931104
16 0.044714022974274396 0.005000750712887857
17 0.0443255047235022 0.006781185862405216
18 0.05351380699708699 0.006009849433565009
19 0.050991259023059204 0.00214703683441945
20 0.06245137465826707 0.007452242287159977
