index stat_dist_diff conf_int99
1 0.02820110534484043 0.01750254600959409
3 0.031268192432384295 0.01839330517308956
4 0.05590055796259514 0.010277247800217012
7 0.045097128299371014 0.005086213901234543
9 -0.045397776927829425 0.002234836963027615
12 0.03984992051974008 0.004908200040080424
13 0.03930234270645869 0.004921656830931104
16 0.04569634350788289 0.005000750712887857
17 0.00312848552081528 0.006781185862405216
18 0.058163419135943126 0.006009849433565009
19 0.05564087116191534 0.00214703683441945
20 0.024917692596073036 0.007452242287159977
