index stat_dist_diff conf_int99
1 0.24654697806708512 0.015137831457633224
3 0.16792728814888835 0.005014090006808172
4 0.13517264792613598 0.004174127331338855
7 0.04328379446210021 0.0024903600181572314
9 0.1856359752115534 0.013325195001046104
12 0.04377883473142321 0.0023888693677648056
13 0.044410332279870936 0.002868551479782923
16 0.0446122111815214 0.0035802460037697103
17 -0.030221994707135685 0.002490492072392926
18 0.029942409355159565 0.003134915597448939
19 0.028660768596728843 0.002525971801440024
20 -0.0175567433747105 0.0033774622833100927
