index stat_dist_diff conf_int99
1 0.01219559997416235 0.02228633162611022
3 -0.004681486221930847 0.014491497912179753
4 -0.054211817832918646 0.011302773687615066
7 0.017494162213578954 0.003755696655914468
9 -0.06045280202541445 0.022640614982541343
12 0.016278461582546627 0.0020519699129550027
13 0.016866718720551576 0.002528228355893442
16 0.017654512437943713 0.003333208925611886
17 0.014479132689091782 0.0019239193157828992
18 0.024243253175271668 0.0025762867071035507
19 0.025788578054844958 0.004149199046133876
20 0.03307184470497005 0.003368961017748643
