index stat_dist_diff conf_int99
1 0.1979938604849636 0.010105036704380335
3 0.18318422502152942 0.014280898938467476
4 0.22429454516173025 0.01856196983414229
7 -0.011590857374563328 0.004555997388289032
9 0.1657685786758977 0.015518959131355547
12 -0.013334736225059637 0.0027076485215093353
13 -0.0134763588190565 0.0031807544381522988
16 -0.009449775530035807 0.0029463444270904715
17 -0.020547611439724285 0.002873252786538453
18 -0.005890555012180582 0.003134140128273956
19 -0.00852643116322033 0.003296672094609562
20 -0.019593456628916716 0.002976633286459377
