index stat_dist_diff conf_int99
1 0.05620770566402085 0.02228633162611022
3 -0.013415565148367031 0.014491497912179753
4 -0.03432526201634664 0.011302773687615066
7 0.001433359789513533 0.003755696655914468
9 -0.08303580983791445 0.022640614982541343
12 0.0006613781965268337 0.0020519699129550027
13 0.0012496353345317832 0.002528228355893442
16 0.0014744379980852276 0.003333208925611886
17 -0.015742966829015693 0.0019239193157828992
18 0.008982160899328274 0.0025762867071035507
19 0.010527485778901564 0.004149199046133876
20 0.005538801515439569 0.003368961017748643
