index stat_dist conf_int99
1 0.023652850456957548 0.0003687813059440459
2 0.03827563361942488 0.005306484023852715
3 0.08172922626907277 0.0011875310401762323
4 0.09814798607016509 0.003844536641030625
5 0.08498354311342593 0.0049601825201135985
6 0.039595540364583334 0.006519771013395001
7 0.0464985214661215 0.007417237328021585
8 0.09075642523364486 0.00818170087627164
9 0.15338825729658018 0.004555395506913382
10 0.08143011129127359 0.002077936182898503
11 0.09233282180059524 0.004729530944849542
12 0.04585985867482311 0.005392989461254616
13 0.04585985867482311 0.005392989461254616
14 0.0910598466981132 0.008774074819347204
15 0.09524792822721963 0.01765304824469938
16 0.046356776975235846 0.0077693506604237334
17 0.062176000292056076 0.00487130852533798
18 0.03734430277122641 0.0054000311002437955
19 0.03734430277122641 0.0054000311002437955
20 0.05231796692464953 0.0018829539513186546
