index stat_dist_diff conf_int99
1 0.19927406329058464 0.010105036704380335
3 0.20136139096777686 0.014280898938467476
4 0.22581737955899867 0.01856196983414229
7 0.0035061144920134936 0.004555997388289032
9 0.19343534599036094 0.015518959131355547
12 -0.004602678257783696 0.0027076485215093353
13 -0.004744300851780559 0.0031807544381522988
16 0.003777579275388722 0.0029463444270904715
17 -0.04113689742461452 0.002873252786538453
18 0.015394952574733656 0.003134140128273956
19 0.012759076423693907 0.003296672094609562
20 -0.03137951642739803 0.002976633286459377
