index stat_dist conf_int99
1 0.2414969560038315 0.010105036704380335
3 0.30089225125973695 0.014280898938467476
4 0.27481715687491315 0.01856196983414229
7 0.032621627884870635 0.004555997388289032
9 0.30198209321582825 0.015518959131355547
12 0.029943220179716304 0.0027076485215093353
13 0.02980159758571944 0.0031807544381522988
16 0.03297196127715759 0.0029463444270904715
17 0.032014022552020995 0.002873252786538453
18 0.03282855093116054 0.003134140128273956
19 0.030192674780120794 0.003296672094609562
20 0.030939089369915056 0.002976633286459377
