index stat_dist_diff conf_int99
1 0.026934246667362043 0.02228633162611022
3 -0.034319833130473515 0.014491497912179753
4 -0.0393639415124961 0.011302773687615066
7 0.014429338507993522 0.003755696655914468
9 -0.08445247255621521 0.022640614982541343
12 0.013247047464072952 0.0020519699129550027
13 0.013835304602077901 0.002528228355893442
16 0.014638357569699577 0.003333208925611886
17 -0.06067790772210113 0.0019239193157828992
18 -0.0018028943536859687 0.0025762867071035507
19 -0.00025756947411267883 0.004149199046133876
20 -0.034780908618906224 0.003368961017748643
