index stat_dist_diff conf_int99
1 0.2572503948074546 0.015137831457633224
3 0.1710299221081075 0.005014090006808172
4 0.18935953617653606 0.004174127331338855
7 0.047670823816884575 0.0024903600181572314
9 0.23189414800096703 0.013325195001046104
12 0.0425071257012002 0.0023888693677648056
13 0.04313862324964793 0.002868551479782923
16 0.04861068658337403 0.0035802460037697103
17 0.0037380265013703118 0.002490492072392926
18 0.06063816902297334 0.003134915597448939
19 0.059356528264542616 0.002525971801440024
20 0.012762327886971743 0.0033774622833100927
