index stat_dist_diff conf_int99
1 0.017497688604470936 0.01750254600959409
3 0.02816555847316514 0.01839330517308956
4 0.0017136697121950817 0.010277247800217012
7 0.04071009894458665 0.005086213901234543
9 -0.09165594971724307 0.002234836963027615
12 0.04112162954996309 0.004908200040080424
13 0.040574051736681695 0.004921656830931104
16 0.04169786810603026 0.005000750712887857
17 -0.030831535687690717 0.006781185862405216
18 0.027467659468129353 0.006009849433565009
19 0.024945111494101564 0.00214703683441945
20 -0.005401378665609205 0.007452242287159977
