index stat_dist conf_int99
1 0.05292630945361635 0.0009684635866931354
2 0.04747274336120892 0.0016130201063297574
3 0.10263349425117925 0.0027591833363924054
4 0.10318666556631455 0.0024958795570452774
5 0.10558853862441589 0.003858596616290319
6 0.046350782162675234 0.0016308800265670805
7 0.03350254274764151 0.0021762698345953596
8 0.08960882222877359 0.0036828545369050687
9 0.15480492001488094 0.005866869922995216
10 0.1043678139740566 0.0036805601763242705
11 0.11128090912441038 0.0043427458114669035
12 0.03327418940727699 0.0014607213024959388
13 0.03327418940727699 0.0014607213024959388
14 0.0908385660046729 0.0039916399610083015
15 0.1068891008323598 0.004231450495047001
16 0.0331928574036215 0.0019565120201771188
17 0.10711094118514151 0.0024064456169285934
18 0.048129358024240655 0.0017634800076880154
19 0.048129358024240655 0.0017634800076880154
20 0.09263767705899532 0.0021737714081794183
