index stat_dist_diff conf_int99
1 0.02692090253921936 0.01750254600959409
3 0.013091026486136845 0.01839330517308956
4 0.05437772356532673 0.010277247800217012
7 0.030000156432794196 0.005086213901234543
9 -0.07306454424229268 0.002234836963027615
12 0.03111786255246414 0.004908200040080424
13 0.030570284739182746 0.004921656830931104
16 0.03246898870245836 0.005000750712887857
17 0.023717771505705518 0.006781185862405216
18 0.036877911549028884 0.006009849433565009
19 0.034355363575001095 0.00214703683441945
20 0.03670375239455435 0.007452242287159977
