index stat_dist_diff conf_int99
1 0.03335810089544773 0.02228633162611022
3 -0.03226997316585087 0.014491497912179753
4 0.008397003114091604 0.011302773687615066
7 0.003874766039513533 0.003755696655914468
9 -0.08707569904362786 0.022640614982541343
12 0.00266805290908579 0.0020519699129550027
13 0.0032563100470907394 0.002528228355893442
16 0.006182421529979949 0.003333208925611886
17 -0.05705546480084851 0.0019239193157828992
18 0.021048027100614212 0.0025762867071035507
19 0.0225933519801875 0.004149199046133876
20 -0.039987720826850155 0.003368961017748643
