index stat_dist_diff conf_int99
1 0.023921542832556625 0.01750254600959409
3 0.030215418437787786 0.01839330517308956
4 0.04947461433878279 0.010277247800217012
7 0.030155526476106663 0.005086213901234543
9 -0.09427917620465572 0.002234836963027615
12 0.030542634994975927 0.004908200040080424
13 0.029995057181694533 0.004921656830931104
16 0.03324193206631063 0.005000750712887857
17 -0.027209092766438098 0.006781185862405216
18 0.05031858092242954 0.006009849433565009
19 0.04779603294840175 0.00214703683441945
20 -0.010608190873553136 0.007452242287159977
