index stat_dist_diff conf_int99
1 0.21784410554687395 0.010105036704380335
3 0.2191630249906642 0.014280898938467476
4 0.17666917080474806 0.01856196983414229
7 -0.013876893581250861 0.004555997388289032
9 0.14859383591924807 0.015518959131355547
12 -0.015916638495106807 0.0027076485215093353
13 -0.01605826108910367 0.0031807544381522988
16 -0.013384815698078256 0.0029463444270904715
17 -0.03016197774003508 0.002873252786538453
18 -0.0045157518400658694 0.003134140128273956
19 -0.007151627991105618 0.003296672094609562
20 -0.021378877554734475 0.002976633286459377
